"","gs","gene","Gene.stable.ID","Gene.stable.ID.1","HGNC.symbol","mouse"
"11350","Pericyte","SMAD3","ENSMUSG00000032402","ENSG00000166949","SMAD3","Smad3"
"11351","Pericyte","CMPK1","ENSMUSG00000028719","ENSG00000162368","CMPK1","Cmpk1"
"11352","Pericyte","PCOLCE","ENSMUSG00000029718","ENSG00000106333","PCOLCE","Pcolce"
"11353","Pericyte","RPSAP58","ENSMUSG00000032518","ENSG00000288920","RPSAP58","Rpsa"
"11354","Pericyte","RPSA","ENSMUSG00000032518","ENSG00000168028","RPSA","Rpsa"
"11355","Pericyte","CALY","ENSMUSG00000025468","ENSG00000130643","CALY","Caly"
"11356","Pericyte","MORF4L1","ENSMUSG00000062270","ENSG00000185787","MORF4L1","Morf4l1"
"11357","Pericyte","SPRYD3","ENSMUSG00000036966","ENSG00000167778","SPRYD3","Spryd3"
"11359","Pericyte","COMT","ENSMUSG00000000326","ENSG00000093010","COMT","Comt"
"11360","Pericyte","SNAP25","ENSMUSG00000027273","ENSG00000132639","SNAP25","Snap25"
"11361","Pericyte","VAV2","ENSMUSG00000009621","ENSG00000160293","VAV2","Vav2"
"11362","Pericyte","PPP1R15A","ENSMUSG00000040435","ENSG00000087074","PPP1R15A","Ppp1r15a"
"11363","Pericyte","NDUFS2","ENSMUSG00000013593","ENSG00000158864","NDUFS2","Ndufs2"
"11364","Pericyte","SIVA1","ENSMUSG00000064326","ENSG00000184990","SIVA1","Siva1"
"11365","Pericyte","MCRIP1","ENSMUSG00000061111","ENSG00000225663","MCRIP1","Mcrip1"
"11366","Pericyte","CERS6","ENSMUSG00000027035","ENSG00000172292","CERS6","Cers6"
"11367","Pericyte","NGF","ENSMUSG00000027859","ENSG00000134259","NGF","Ngf"
"11368","Pericyte","EIF3K","ENSMUSG00000053565","ENSG00000178982","EIF3K","Eif3k"
"11369","Pericyte","TPCN2","ENSMUSG00000048677","ENSG00000162341","TPCN2","Tpcn2"
"11370","Pericyte","ITGA5","ENSMUSG00000000555","ENSG00000161638","ITGA5","Itga5"
"11371","Pericyte","LRRN3","ENSMUSG00000036295","ENSG00000173114","LRRN3","Lrrn3"
"11372","Pericyte","SRP14","ENSMUSG00000009549","ENSG00000140319","SRP14","Srp14"
"11373","Pericyte","RAB1B","ENSMUSG00000024870","ENSG00000174903","RAB1B","Rab1b"
"11374","Pericyte","PDZD7","ENSMUSG00000074818","ENSG00000186862","PDZD7","Pdzd7"
"11375","Pericyte","NDUFB11","ENSMUSG00000031059","ENSG00000147123","NDUFB11","Ndufb11"
"11376","Pericyte","EEF1A2","ENSMUSG00000016349","ENSG00000101210","EEF1A2","Eef1a2"
"11377","Pericyte","NHS","ENSMUSG00000059493","ENSG00000188158","NHS","Nhs"
"11378","Pericyte","SAP18","ENSMUSG00000021963","ENSG00000150459","SAP18","Sap18"
"11379","Pericyte","HSP90AB1","ENSMUSG00000023944","ENSG00000096384","HSP90AB1","Hsp90ab1"
"11380","Pericyte","CXCL12","ENSMUSG00000061353","ENSG00000107562","CXCL12","Cxcl12"
"11381","Pericyte","MAP1A","ENSMUSG00000027254","ENSG00000166963","MAP1A","Map1a"
"11382","Pericyte","MAFF","ENSMUSG00000042622","ENSG00000185022","MAFF","Maff"
"11383","Pericyte","CCDC85B","ENSMUSG00000095098","ENSG00000175602","CCDC85B","Ccdc85b"
"11384","Pericyte","PHYHIPL","ENSMUSG00000037747","ENSG00000165443","PHYHIPL","Phyhipl"
"11385","Pericyte","PCSK7","ENSMUSG00000035382","ENSG00000160613","PCSK7","Pcsk7"
"11386","Pericyte","SYNE3","ENSMUSG00000054150","ENSG00000176438","SYNE3","Syne3"
"11387","Pericyte","GNG11","ENSMUSG00000032766","ENSG00000127920","GNG11","Gng11"
"11388","Pericyte","LGALSL","ENSMUSG00000042363","ENSG00000119862","LGALSL","Lgalsl"
"11389","Pericyte","GPX4","ENSMUSG00000075706","ENSG00000167468","GPX4","Gpx4"
"11391","Pericyte","TRIM47","ENSMUSG00000020773","ENSG00000132481","TRIM47","Trim47"
"11392","Pericyte","NEFH","ENSMUSG00000020396","ENSG00000100285","NEFH","Nefh"
"11393","Pericyte","SNN","ENSMUSG00000037972","ENSG00000184602","SNN","Snn"
"11394","Pericyte","HSPA5","ENSMUSG00000026864","ENSG00000044574","HSPA5","Hspa5"
"11395","Pericyte","IMP4","ENSMUSG00000026127","ENSG00000136718","IMP4","Imp4"
"11396","Pericyte","CSRP1","ENSMUSG00000026421","ENSG00000159176","CSRP1","Csrp1"
"11397","Pericyte","ATP5F1E","ENSMUSG00000016252","ENSG00000124172","ATP5F1E","Atp5e"
"11398","Pericyte","BACH1","ENSMUSG00000025612","ENSG00000156273","BACH1","Bach1"
"11399","Pericyte","FGF14","ENSMUSG00000025551","ENSG00000102466","FGF14","Fgf14"
"11400","Pericyte","KLF11","ENSMUSG00000020653","ENSG00000172059","KLF11","Klf11"
"11401","Pericyte","CNNM2","ENSMUSG00000064105","ENSG00000148842","CNNM2","Cnnm2"
"11402","Pericyte","CMTM4","ENSMUSG00000096188","ENSG00000183723","CMTM4","Cmtm4"
"11403","Pericyte","CCT7","ENSMUSG00000030007","ENSG00000135624","CCT7","Cct7"
"11404","Pericyte","RBM42","ENSMUSG00000036733","ENSG00000126254","RBM42","Rbm42"
"11406","Pericyte","TUBA1C","ENSMUSG00000043091","ENSG00000167553","TUBA1C","Tuba1c"
"11407","Pericyte","PGM5","ENSMUSG00000041731","ENSG00000154330","PGM5","Pgm5"
"11408","Pericyte","FGF10","ENSMUSG00000021732","ENSG00000070193","FGF10","Fgf10"
"11409","Pericyte","TCIM","ENSMUSG00000056313","ENSG00000176907","TCIM","Tcim"
"11410","Pericyte","PLEKHA5","ENSMUSG00000030231","ENSG00000052126","PLEKHA5","Plekha5"
"11411","Pericyte","PFDN5","ENSMUSG00000001289","ENSG00000123349","PFDN5","Pfdn5"
"11412","Pericyte","USP12","ENSMUSG00000029640","ENSG00000152484","USP12","Usp12"
"11413","Pericyte","RBM8A","ENSMUSG00000038374","ENSG00000265241","RBM8A","Rbm8a"
"11414","Pericyte","PPFIBP2","ENSMUSG00000036528","ENSG00000166387","PPFIBP2","Ppfibp2"
"11415","Pericyte","SRF","ENSMUSG00000015605","ENSG00000112658","SRF","Srf"
"11416","Pericyte","IFT43","ENSMUSG00000007867","ENSG00000119650","IFT43","Ift43"
"11417","Pericyte","PNPLA2","ENSMUSG00000025509","ENSG00000177666","PNPLA2","Pnpla2"
"11418","Pericyte","ARF1","ENSMUSG00000048076","ENSG00000143761","ARF1","Arf1"
"11419","Pericyte","ZNF385A","ENSMUSG00000000552","ENSG00000161642","ZNF385A","Zfp385a"
"11420","Pericyte","CYTIP","ENSMUSG00000026832","ENSG00000115165","CYTIP","Cytip"
"11421","Pericyte","SNTA1","ENSMUSG00000027488","ENSG00000101400","SNTA1","Snta1"
"11422","Pericyte","CUL1","ENSMUSG00000029686","ENSG00000055130","CUL1","Cul1"
"11423","Pericyte","LZTS2","ENSMUSG00000035342","ENSG00000107816","LZTS2","Lzts2"
"11424","Pericyte","PRPF31","ENSMUSG00000008373","ENSG00000105618","PRPF31","Prpf31"
"11425","Pericyte","NEFL","ENSMUSG00000022055","ENSG00000277586","NEFL","Nefl"
"11426","Pericyte","MTMR2","ENSMUSG00000031918","ENSG00000087053","MTMR2","Mtmr2"
"11427","Pericyte","NACC2","ENSMUSG00000026932","ENSG00000148411","NACC2","Nacc2"
"11428","Pericyte","DYNLRB1","ENSMUSG00000047459","ENSG00000125971","DYNLRB1","Dynlrb1"
"11429","Pericyte","ARPC2","ENSMUSG00000006304","ENSG00000163466","ARPC2","Arpc2"
"11431","Pericyte","CSDE1","ENSMUSG00000068823","ENSG00000009307","CSDE1","Csde1"
"11432","Pericyte","KIFAP3","ENSMUSG00000026585","ENSG00000075945","KIFAP3","Kifap3"
"11433","Pericyte","RALY","ENSMUSG00000027593","ENSG00000125970","RALY","Raly"
"11434","Pericyte","RABAC1","ENSMUSG00000003380","ENSG00000105404","RABAC1","Rabac1"
"11435","Pericyte","SF3B4","ENSMUSG00000068856","ENSG00000143368","SF3B4","Sf3b4"
"11436","Pericyte","NADK","ENSMUSG00000029063","ENSG00000008130","NADK","Nadk"
"11437","Pericyte","UBC","ENSMUSG00000008348","ENSG00000150991","UBC","Ubc"
"11438","Pericyte","ATP1B3","ENSMUSG00000032412","ENSG00000069849","ATP1B3","Atp1b3"
"11439","Pericyte","ATP5PO","ENSMUSG00000022956","ENSG00000241837","ATP5PO","Atp5o"
"11440","Pericyte","DONSON","ENSMUSG00000116933","ENSG00000159147","DONSON","Atp5o"
"11441","Pericyte","UGP2","ENSMUSG00000001891","ENSG00000169764","UGP2","Ugp2"
"11442","Pericyte","NDUFS5","ENSMUSG00000028648","ENSG00000168653","NDUFS5","Ndufs5"
"11443","Pericyte","SYF2","ENSMUSG00000028821","ENSG00000117614","SYF2","Syf2"
"11444","Pericyte","RBMS1","ENSMUSG00000026970","ENSG00000153250","RBMS1","Rbms1"
"11445","Pericyte","EIF5AL1","ENSMUSG00000078812","ENSG00000253626","EIF5AL1","Eif5a"
"11446","Pericyte","EIF5A","ENSMUSG00000078812","ENSG00000132507","EIF5A","Eif5a"
"11447","Pericyte","ATP10D","ENSMUSG00000046808","ENSG00000145246","ATP10D","Atp10d"
"11449","Pericyte","GADD45GIP1","ENSMUSG00000033751","ENSG00000179271","GADD45GIP1","Gadd45gip1"
"11450","Pericyte","ACTR3","ENSMUSG00000026341","ENSG00000115091","ACTR3","Actr3"
"11451","Pericyte","SMTN","ENSMUSG00000020439","ENSG00000183963","SMTN","Smtn"
"11452","Pericyte","ECI2","ENSMUSG00000021417","ENSG00000198721","ECI2","Eci2"
"11453","Pericyte","TSPO","ENSMUSG00000041736","ENSG00000100300","TSPO","Tspo"
"11454","Pericyte","ZFPM2","ENSMUSG00000022306","ENSG00000169946","ZFPM2","Zfpm2"
"11455","Pericyte","PRELID1","ENSMUSG00000021486","ENSG00000169230","PRELID1","Prelid1"
"11457","Pericyte","LRP5","ENSMUSG00000024913","ENSG00000162337","LRP5","Lrp5"
"11458","Pericyte","SLC45A1","ENSMUSG00000039838","ENSG00000162426","SLC45A1","Slc45a1"
"11460","Pericyte","CTIF","ENSMUSG00000052928","ENSG00000134030","CTIF","Ctif"
"11461","Pericyte","PTPRD","ENSMUSG00000028399","ENSG00000153707","PTPRD","Ptprd"
"11462","Pericyte","KIF1C","ENSMUSG00000020821","ENSG00000129250","KIF1C","Kif1c"
"11463","Pericyte","RTN4RL1","ENSMUSG00000045287","ENSG00000185924","RTN4RL1","Rtn4rl1"
"11464","Pericyte","SCYL1","ENSMUSG00000024941","ENSG00000142186","SCYL1","Scyl1"
"11465","Pericyte","ATP5F1B","ENSMUSG00000025393","ENSG00000110955","ATP5F1B","Atp5b"
"11467","Pericyte","CISD3","ENSMUSG00000078695","ENSG00000277972","CISD3","Cisd3"
"11468","Pericyte","IRF2BPL","ENSMUSG00000034168","ENSG00000119669","IRF2BPL","Irf2bpl"
"11470","Pericyte","ASNSD1","ENSMUSG00000026095","ENSG00000138381","ASNSD1","Asnsd1"
"11471","Pericyte","RPL30","ENSMUSG00000058600","ENSG00000156482","RPL30","Rpl30"
"11472","Pericyte","DYNLL2","ENSMUSG00000020483","ENSG00000264364","DYNLL2","Dynll2"
"11473","Pericyte","HOXA5","ENSMUSG00000038253","ENSG00000106004","HOXA5","Hoxa5"
"11474","Pericyte","PBLD","ENSMUSG00000112129","ENSG00000108187","PBLD","Pbld1"
"11475","Pericyte","CPT1A","ENSMUSG00000024900","ENSG00000110090","CPT1A","Cpt1a"
"11478","Pericyte","STMN2","ENSMUSG00000027500","ENSG00000104435","STMN2","Stmn2"
"11480","Pericyte","AK3","ENSMUSG00000024782","ENSG00000147853","AK3","Ak3"
"11482","Pericyte","JUP","ENSMUSG00000001552","ENSG00000173801","JUP","Jup"
"11483","Pericyte","FAT3","ENSMUSG00000074505","ENSG00000165323","FAT3","Fat3"
"11484","Pericyte","ENTPD3","ENSMUSG00000041608","ENSG00000168032","ENTPD3","Entpd3"
"11485","Pericyte","SLC39A14","ENSMUSG00000022094","ENSG00000104635","SLC39A14","Slc39a14"
"11487","Pericyte","ATP1A3","ENSMUSG00000040907","ENSG00000105409","ATP1A3","Atp1a3"
"11488","Pericyte","NSMCE3","ENSMUSG00000070520","ENSG00000185115","NSMCE3","Nsmce3"
"11489","Pericyte","CAND2","ENSMUSG00000030319","ENSG00000144712","CAND2","Cand2"
"11490","Pericyte","SH2B3","ENSMUSG00000042594","ENSG00000111252","SH2B3","Sh2b3"
"11491","Pericyte","GNG3","ENSMUSG00000071658","ENSG00000162188","GNG3","Gng3"
"11492","Pericyte","NENF","ENSMUSG00000037499","ENSG00000117691","NENF","Nenf"
"11493","Pericyte","LRRC8A","ENSMUSG00000007476","ENSG00000136802","LRRC8A","Lrrc8a"
"11494","Pericyte","IMMT","ENSMUSG00000052337","ENSG00000132305","IMMT","Immt"
"11496","Pericyte","TAGLN3","ENSMUSG00000022658","ENSG00000144834","TAGLN3","Tagln3"
"11497","Pericyte","PDE1C","ENSMUSG00000004347","ENSG00000154678","PDE1C","Pde1c"
"11498","Pericyte","EMD","ENSMUSG00000001964","ENSG00000102119","EMD","Emd"
"11499","Pericyte","NAXE","ENSMUSG00000028070","ENSG00000163382","NAXE","Naxe"
"11500","Pericyte","ATP2B4","ENSMUSG00000026463","ENSG00000058668","ATP2B4","Atp2b4"
"11501","Pericyte","DLG3","ENSMUSG00000000881","ENSG00000082458","DLG3","Dlg3"
"11502","Pericyte","ATP8B1","ENSMUSG00000039529","ENSG00000081923","ATP8B1","Atp8b1"
"11503","Pericyte","TPRG1L","ENSMUSG00000029030","ENSG00000158109","TPRG1L","Tprgl"
"11504","Pericyte","ACVR1B","ENSMUSG00000000532","ENSG00000135503","ACVR1B","Acvr1b"
"11506","Pericyte","HOXC4","ENSMUSG00000075394","ENSG00000198353","HOXC4","Hoxc4"
"11507","Pericyte","ARHGDIA","ENSMUSG00000025132","ENSG00000141522","ARHGDIA","Arhgdia"
"11508","Pericyte","EIF4A3","ENSMUSG00000025580","ENSG00000141543","EIF4A3","Eif4a3"
"11509","Pericyte","TAF10","ENSMUSG00000043866","ENSG00000166337","TAF10","Taf10"
"11511","Pericyte","PPP1CA","ENSMUSG00000040385","ENSG00000172531","PPP1CA","Ppp1ca"
"11512","Pericyte","KLF12","ENSMUSG00000072294","ENSG00000118922","KLF12","Klf12"
"11514","Pericyte","DYNLT3","ENSMUSG00000031176","ENSG00000165169","DYNLT3","Dynlt3"
"11515","Pericyte","GLI2","ENSMUSG00000048402","ENSG00000074047","GLI2","Gli2"
"11516","Pericyte","PGAM1","ENSMUSG00000011752","ENSG00000171314","PGAM1","Pgam1"
"11517","Pericyte","PGAM4","ENSMUSG00000011752","ENSG00000226784","PGAM4","Pgam1"
"11518","Pericyte","CNTNAP1","ENSMUSG00000017167","ENSG00000108797","CNTNAP1","Cntnap1"
"11519","Pericyte","DPYSL2","ENSMUSG00000022048","ENSG00000092964","DPYSL2","Dpysl2"
"11520","Pericyte","PER1","ENSMUSG00000020893","ENSG00000179094","PER1","Per1"
"11521","Pericyte","TRAPPC1","ENSMUSG00000049299","ENSG00000170043","TRAPPC1","Trappc1"
"11522","Pericyte","RHOC","ENSMUSG00000002233","ENSG00000155366","RHOC","Rhoc"
"11523","Pericyte","FN1","ENSMUSG00000026193","ENSG00000115414","FN1","Fn1"
"11524","Pericyte","TLE1","ENSMUSG00000008305","ENSG00000196781","TLE1","Tle1"
"11525","Pericyte","ITPRIPL2","ENSMUSG00000095115","ENSG00000205730","ITPRIPL2","Itpripl2"
"11526","Pericyte","CCN3","ENSMUSG00000037362","ENSG00000136999","CCN3","Ccn3"
"11527","Pericyte","SERINC3","ENSMUSG00000017707","ENSG00000132824","SERINC3","Serinc3"
"11528","Pericyte","RANBP17","ENSMUSG00000040594","ENSG00000204764","RANBP17","Ranbp17"
"11529","Pericyte","PML","ENSMUSG00000036986","ENSG00000140464","PML","Pml"
"11530","Pericyte","PARD6G","ENSMUSG00000056214","ENSG00000178184","PARD6G","Pard6g"
"11531","Pericyte","POLR2L","ENSMUSG00000038489","ENSG00000177700","POLR2L","Polr2l"
"11532","Pericyte","BRMS1L","ENSMUSG00000012076","ENSG00000100916","BRMS1L","Brms1l"
"11533","Pericyte","KLHDC8B","ENSMUSG00000032609","ENSG00000185909","KLHDC8B","Klhdc8b"
"11534","Pericyte","SNX17","ENSMUSG00000029146","ENSG00000115234","SNX17","Snx17"
"11535","Pericyte","AHDC1","ENSMUSG00000037692","ENSG00000126705","AHDC1","Ahdc1"
"11537","Pericyte","CNBP","ENSMUSG00000030057","ENSG00000169714","CNBP","Cnbp"
"11538","Pericyte","NTRK1","ENSMUSG00000028072","ENSG00000198400","NTRK1","Ntrk1"
"11539","Pericyte","HK1","ENSMUSG00000037012","ENSG00000156515","HK1","Hk1"
"11540","Pericyte","SEC24D","ENSMUSG00000039234","ENSG00000150961","SEC24D","Sec24d"
"11541","Pericyte","CYP4X1","ENSMUSG00000047155","ENSG00000186377","CYP4X1","Cyp4x1"
"11542","Pericyte","NACAD","ENSMUSG00000041073","ENSG00000136274","NACAD","Nacad"
"11543","Pericyte","B3GNT2","ENSMUSG00000051650","ENSG00000170340","B3GNT2","B3gnt2"
"11544","Pericyte","POR","ENSMUSG00000005514","ENSG00000127948","POR","Por"
"11546","Pericyte","DMTN","ENSMUSG00000022099","ENSG00000158856","DMTN","Dmtn"
"11547","Pericyte","PDE4A","ENSMUSG00000032177","ENSG00000065989","PDE4A","Pde4a"
"11548","Pericyte","LRP10","ENSMUSG00000022175","ENSG00000197324","LRP10","Lrp10"
"11549","Pericyte","ESD","ENSMUSG00000021996","ENSG00000139684","ESD","Esd"
"11550","Pericyte","RFK","ENSMUSG00000024712","ENSG00000135002","RFK","Rfk"
"11551","Pericyte","NPTN","ENSMUSG00000032336","ENSG00000156642","NPTN","Nptn"
"11553","Pericyte","PSMB4","ENSMUSG00000005779","ENSG00000159377","PSMB4","Psmb4"
"11555","Pericyte","SESN1","ENSMUSG00000038332","ENSG00000080546","SESN1","Sesn1"
"11556","Pericyte","PPIF","ENSMUSG00000021868","ENSG00000108179","PPIF","Ppif"
"11557","Pericyte","DCTN3","ENSMUSG00000028447","ENSG00000137100","DCTN3","Dctn3"
"11558","Pericyte","ERH","ENSMUSG00000021131","ENSG00000100632","ERH","Erh"
"11559","Pericyte","BSG","ENSMUSG00000023175","ENSG00000172270","BSG","Bsg"
"11560","Pericyte","GFPT1","ENSMUSG00000029992","ENSG00000198380","GFPT1","Gfpt1"
"11561","Pericyte","CYB5R1","ENSMUSG00000026456","ENSG00000159348","CYB5R1","Cyb5r1"
"11562","Pericyte","AHNAK2","ENSMUSG00000118667","ENSG00000185567","AHNAK2","Ahnak2"
"11563","Pericyte","RPL26","ENSMUSG00000060938","ENSG00000161970","RPL26","Rpl26"
"11564","Pericyte","C14orf132","ENSMUSG00000094910","ENSG00000227051","C14orf132","D430019H16Rik"
"11565","Pericyte","AP2S1","ENSMUSG00000008036","ENSG00000042753","AP2S1","Ap2s1"
"11566","Pericyte","MAP1LC3A","ENSMUSG00000027602","ENSG00000101460","MAP1LC3A","Map1lc3a"
"11567","Pericyte","PPP2R5B","ENSMUSG00000024777","ENSG00000068971","PPP2R5B","Ppp2r5b"
"11568","Pericyte","FBXL3","ENSMUSG00000022124","ENSG00000005812","FBXL3","Fbxl3"
"11569","Pericyte","COMMD6","ENSMUSG00000075486","ENSG00000188243","COMMD6","Commd6"
"11570","Pericyte","RXRB","ENSMUSG00000039656","ENSG00000204231","RXRB","Rxrb"
"11571","Pericyte","ARFGAP2","ENSMUSG00000027255","ENSG00000149182","ARFGAP2","Arfgap2"
"11572","Pericyte","CRY1","ENSMUSG00000020038","ENSG00000008405","CRY1","Cry1"
"11573","Pericyte","FAM107B","ENSMUSG00000026655","ENSG00000065809","FAM107B","Fam107b"
"11574","Pericyte","ATP5MC3","ENSMUSG00000018770","ENSG00000154518","ATP5MC3","Atp5g3"
"11575","Pericyte","ARPC5","ENSMUSG00000008475","ENSG00000162704","ARPC5","Arpc5"
"11576","Pericyte","DDR2","ENSMUSG00000026674","ENSG00000162733","DDR2","Ddr2"
"11577","Pericyte","EPHX1","ENSMUSG00000038776","ENSG00000143819","EPHX1","Ephx1"
"11579","Pericyte","TRIM28","ENSMUSG00000005566","ENSG00000130726","TRIM28","Trim28"
"11580","Pericyte","UBXN1","ENSMUSG00000071655","ENSG00000162191","UBXN1","Ubxn1"
"11581","Pericyte","LOXL1","ENSMUSG00000032334","ENSG00000129038","LOXL1","Loxl1"
"11582","Pericyte","SF3B6","ENSMUSG00000037361","ENSG00000115128","SF3B6","Sf3b6"
"11583","Pericyte","ABO","ENSMUSG00000015787","ENSG00000175164","ABO","Abo"
"11584","Pericyte","MLLT3","ENSMUSG00000028496","ENSG00000171843","MLLT3","Mllt3"
"11585","Pericyte","CALM1","ENSMUSG00000001175","ENSG00000198668","CALM1","Calm1"
"11586","Pericyte","ELOF1","ENSMUSG00000013822","ENSG00000130165","ELOF1","Elof1"
"11587","Pericyte","ATF4","ENSMUSG00000042406","ENSG00000128272","ATF4","Atf4"
"11588","Pericyte","ANP32B","ENSMUSG00000028333","ENSG00000136938","ANP32B","Anp32b"
"11591","Pericyte","ZNF143","ENSMUSG00000061079","ENSG00000166478","ZNF143","Zfp143"
"11592","Pericyte","GABARAP","ENSMUSG00000018567","ENSG00000170296","GABARAP","Gabarap"
"11593","Pericyte","PRKAR2B","ENSMUSG00000002997","ENSG00000005249","PRKAR2B","Prkar2b"
"11594","Pericyte","C12orf57","ENSMUSG00000072772","ENSG00000111678","C12orf57","Grcc10"
"11595","Pericyte","DDX39B","ENSMUSG00000019432","ENSG00000198563","DDX39B","Ddx39b"
"11596","Pericyte","SYN3","ENSMUSG00000059602","ENSG00000185666","SYN3","Syn3"
"11597","Pericyte","KRT10","ENSMUSG00000019761","ENSG00000186395","KRT10","Krt10"
"11598","Pericyte","SEC22A","ENSMUSG00000034473","ENSG00000121542","SEC22A","Sec22a"
"11599","Pericyte","OSMR","ENSMUSG00000022146","ENSG00000145623","OSMR","Osmr"
"11600","Pericyte","SLMAP","ENSMUSG00000021870","ENSG00000163681","SLMAP","Slmap"
"11601","Pericyte","PM20D2","ENSMUSG00000054659","ENSG00000146281","PM20D2","Pm20d2"
"11602","Pericyte","OAZ1","ENSMUSG00000035242","ENSG00000104904","OAZ1","Oaz1"
"11603","Pericyte","ADAMTS15","ENSMUSG00000033453","ENSG00000166106","ADAMTS15","Adamts15"
"11604","Pericyte","SEPTIN8","ENSMUSG00000018398","ENSG00000164402","SEPTIN8","Septin8"
"11605","Pericyte","GUK1","ENSMUSG00000020444","ENSG00000143774","GUK1","Guk1"
"11606","Pericyte","S100A6","ENSMUSG00000001025","ENSG00000197956","S100A6","S100a6"
"11607","Pericyte","SPRED1","ENSMUSG00000027351","ENSG00000166068","SPRED1","Spred1"
"11608","Pericyte","PSMC3","ENSMUSG00000002102","ENSG00000165916","PSMC3","Psmc3"
"11609","Pericyte","PDZD11","ENSMUSG00000015668","ENSG00000120509","PDZD11","Pdzd11"
"11610","Pericyte","CSRNP3","ENSMUSG00000044647","ENSG00000178662","CSRNP3","Csrnp3"
"11611","Pericyte","FIS1","ENSMUSG00000019054","ENSG00000214253","FIS1","Fis1"
"11612","Pericyte","ABTB2","ENSMUSG00000032724","ENSG00000166016","ABTB2","Abtb2"
"11613","Pericyte","PSMB6","ENSMUSG00000018286","ENSG00000142507","PSMB6","Psmb6"
"11614","Pericyte","SUMO3","ENSMUSG00000020265","ENSG00000184900","SUMO3","Sumo3"
"11615","Pericyte","SYPL1","ENSMUSG00000020570","ENSG00000008282","SYPL1","Sypl"
"11616","Pericyte","TMEM127","ENSMUSG00000034850","ENSG00000135956","TMEM127","Tmem127"
"11617","Pericyte","GABARAPL1","ENSMUSG00000030161","ENSG00000139112","GABARAPL1","Gabarapl1"
"11618","Pericyte","CRTAP","ENSMUSG00000032431","ENSG00000170275","CRTAP","Crtap"
"11619","Pericyte","NDUFS7","ENSMUSG00000020153","ENSG00000115286","NDUFS7","Ndufs7"
"11621","Pericyte","SPOCK2","ENSMUSG00000058297","ENSG00000107742","SPOCK2","Spock2"
"11622","Pericyte","CDV3","ENSMUSG00000032803","ENSG00000091527","CDV3","Cdv3"
"11623","Pericyte","FAM162A","ENSMUSG00000003955","ENSG00000114023","FAM162A","Fam162a"
"11624","Pericyte","RNASE1","ENSMUSG00000035896","ENSG00000129538","RNASE1","Rnase1"
"11625","Pericyte","CEBPB","ENSMUSG00000056501","ENSG00000172216","CEBPB","Cebpb"
"11626","Pericyte","PRKACA","ENSMUSG00000005469","ENSG00000072062","PRKACA","Prkaca"
"11628","Pericyte","ARFGAP3","ENSMUSG00000054277","ENSG00000242247","ARFGAP3","Arfgap3"
"11629","Pericyte","NAA38","ENSMUSG00000059278","ENSG00000183011","NAA38","Naa38"
"11630","Pericyte","SP3","ENSMUSG00000027109","ENSG00000172845","SP3","Sp3"
"11631","Pericyte","NACA","ENSMUSG00000061315","ENSG00000196531","NACA","Naca"
"11632","Pericyte","PPP2CB","ENSMUSG00000009630","ENSG00000104695","PPP2CB","Ppp2cb"
"11633","Pericyte","MATN3","ENSMUSG00000020583","ENSG00000132031","MATN3","Matn3"
"11634","Pericyte","USP31","ENSMUSG00000063317","ENSG00000103404","USP31","Usp31"
"11635","Pericyte","UQCR10","ENSMUSG00000059534","ENSG00000184076","UQCR10","Uqcr10"
"11636","Pericyte","TCEAL7","ENSMUSG00000079428","ENSG00000182916","TCEAL7","Tceal7"
"11637","Pericyte","CKAP4","ENSMUSG00000046841","ENSG00000136026","CKAP4","Ckap4"
"11638","Pericyte","THBS1","ENSMUSG00000040152","ENSG00000137801","THBS1","Thbs1"
"11639","Pericyte","F10","ENSMUSG00000031444","ENSG00000126218","F10","F10"
"11640","Pericyte","KITLG","ENSMUSG00000019966","ENSG00000049130","KITLG","Kitl"
"11641","Pericyte","SMURF1","ENSMUSG00000038780","ENSG00000198742","SMURF1","Smurf1"
"11642","Pericyte","RETREG3","ENSMUSG00000017802","ENSG00000141699","RETREG3","Retreg3"
"11643","Pericyte","AXIN2","ENSMUSG00000000142","ENSG00000168646","AXIN2","Axin2"
"11644","Pericyte","SUN1","ENSMUSG00000036817","ENSG00000164828","SUN1","Sun1"
"11645","Pericyte","KLF9","ENSMUSG00000033863","ENSG00000119138","KLF9","Klf9"
"11646","Pericyte","FABP3","ENSMUSG00000028773","ENSG00000121769","FABP3","Fabp3"
"11647","Pericyte","TAX1BP3","ENSMUSG00000040158","ENSG00000213977","TAX1BP3","Tax1bp3"
"11648","Pericyte","TCEA3","ENSMUSG00000001604","ENSG00000204219","TCEA3","Tcea3"
"11649","Pericyte","HOXC8","ENSMUSG00000001657","ENSG00000037965","HOXC8","Hoxc8"
"11650","Pericyte","MICOS10-NBL1","ENSMUSG00000050608","ENSG00000270136","MICOS10-NBL1","Micos10"
"11651","Pericyte","MICOS10","ENSMUSG00000050608","ENSG00000173436","MICOS10","Micos10"
"11652","Pericyte","GREB1L","ENSMUSG00000042942","ENSG00000141449","GREB1L","Greb1l"
"11653","Pericyte","CHMP6","ENSMUSG00000025371","ENSG00000176108","CHMP6","Chmp6"
"11654","Pericyte","SMDT1","ENSMUSG00000022452","ENSG00000183172","SMDT1","Smdt1"
"11655","Pericyte","SLFNL1","ENSMUSG00000047518","ENSG00000171790","SLFNL1","Slfnl1"
"11657","Pericyte","GPRC5B","ENSMUSG00000008734","ENSG00000167191","GPRC5B","Gprc5b"
