Chr,Start,End,Annotation,Detailed Annotation,Distance to TSS,Nearest PromoterID,Entrez ID,Nearest Ensembl,gene
chrX,149761945,149762444,Intergenic,Intergenic,-11874,NM_016153,100506164,ENSG00000171116,HSFX1
chrX,8988086,8988585,Intergenic,Intergenic,45792,NM_205849,171483,ENSG00000177138,FAM9B
chrX,122852132,122852631,Intergenic,L1M1|LINE|L1,-331862,NM_000828,2892,ENSG00000125675,GRIA3
chrX,129041509,129042008,Intergenic,Intergenic,481732,NM_003069,6594,ENSG00000102038,SMARCA1
chrX,143115308,143115807,Intergenic,L1M1|LINE|L1,89629,NM_001009613,441525,ENSG00000189326,SPANXN4
chrX,3322490,3322989,"exon (NM_015419, exon 5 of 7)","exon (NM_015419, exon 5 of 7)",23913,NM_015419,25878,ENSG00000101825,MXRA5
chrX,9109677,9110176,Intergenic,Intergenic,-75799,NM_205849,171483,ENSG00000177138,FAM9B
chrX,145343729,145344228,Intergenic,MSTA-int|LTR|ERVL-MaLR,96475,NM_001009614,494118,ENSG00000203923,SPANXN1
chrX,64187209,64187708,"3' UTR (NM_152424, exon 2 of 2)","3' UTR (NM_152424, exon 2 of 2)",18250,NM_152424,139285,ENSG00000184675,AMER1
chrX,85735119,85735618,Intergenic,L1MA4A|LINE|L1,-100412,NR_031710,100302171,ENSG00000283435,MIR1321
chrX,82432693,82433192,Intergenic,L1PA15|LINE|L1,-1075348,NM_000307,5456,ENSG00000196767,POU3F4
chrX,120125453,120125952,"intron (NR_131238, intron 2 of 4)","intron (NR_131238, intron 2 of 4)",-6002,NR_126557,104797536,ENSG00000228139,LINC01402
chrX,154780600,154781099,"intron (NM_001166460, intron 11 of 11)","intron (NM_001166460, intron 11 of 11)",5851,NR_002984,677835,ENSG00000206693,SNORA56
chrX,64416362,64416861,Intergenic,L1PA14|LINE|L1,-21159,NM_017677,55613,ENSG00000102043,MTMR8
chrX,99348106,99348605,Intergenic,L1PREC2|LINE|L1,1061918,NM_020766,57526,ENSG00000165194,PCDH19
chrX,46824111,46824610,Intergenic,Intergenic,-12683,NM_006915,6102,ENSG00000102218,RP2
chrX,49261376,49261875,"intron (NM_014009, intron 1 of 11)","intron (NM_014009, intron 1 of 11)",3085,NM_001114377,50943,ENSG00000049768,FOXP3
chrX,146220826,146221325,Intergenic,THE1C-int|LTR|ERVL-MaLR,-193203,NR_030581,100126341,ENSG00000216056,MIR891A
chrX,136672458,136672957,"intron (NM_001306177, intron 18 of 20)","intron (NM_001306177, intron 18 of 20)",24530,NM_000074,959,ENSG00000102245,CD40LG
chrX,142872197,142872696,Intergenic,Intergenic,-153482,NM_001009613,441525,ENSG00000189326,SPANXN4
chrX,82377658,82378157,Intergenic,MSTA-int|LTR|ERVL-MaLR,-1130383,NM_000307,5456,ENSG00000196767,POU3F4
chrX,34441699,34442198,Intergenic,THE1A-int|LTR|ERVL-MaLR,215337,NM_031442,83604,ENSG00000147027,TMEM47
chrX,93467746,93468245,Intergenic,L1PA16|LINE|L1,205583,NM_004538,4675,ENSG00000186310,NAP1L3
chrX,146831887,146832386,Intergenic,LTR28C|LTR|ERV1,-17392,NM_001244892,100133053,ENSG00000235699,CXorf51B
chrX,143726269,143726768,Intergenic,LTR12C|LTR|ERV1,-5850,NM_001009615,494119,ENSG00000268988,SPANXN2
chrX,55280230,55280729,"intron (NR_130179, intron 1 of 4)","intron (NR_130179, intron 1 of 4)",391,NR_130179,100421746,ENSG00000232765,LOC100421746
chrX,103785836,103786335,"intron (NM_000533, intron 2 of 6)","intron (NM_000533, intron 2 of 6)",9232,NM_001305004,5354,ENSG00000123560,PLP1
chrX,16360150,16360649,Intergenic,L1PA3|LINE|L1,192918,NM_001277307,645864,ENSG00000182798,MAGEB17
chrX,56926015,56926514,Intergenic,L1PREC2|LINE|L1,69277,NM_001010862,169981,ENSG00000204271,SPIN3
chrX,145574977,145575476,Intergenic,MSTB-int|LTR|ERVL-MaLR,-242603,NM_032539,84631,ENSG00000185985,SLITRK2
chrX,47147492,47147991,"intron (NM_152856, intron 2 of 22)","intron (NM_152856, intron 2 of 22)",2520,NM_001204466,8241,ENSG00000182872,RBM10
chrX,87110060,87110559,Intergenic,L1PA10|LINE|L1,-407493,NM_057162,56062,ENSG00000102271,KLHL4
chrX,78985266,78985765,Intergenic,MSTA-int|LTR|ERVL-MaLR,40124,NM_001324218,27334,ENSG00000078589,P2RY10
chrX,126123617,126124116,Intergenic,L1M2a1|LINE|L1,14104,NR_110409,101928495,ENSG00000237208,LOC101928495
chrX,52336561,52337060,promoter-TSS (NR_107055),promoter-TSS (NR_107055),-168,NR_107055,102466880,ENSG00000275335,MIR8088
chrX,103220737,103221236,Intergenic,L1PREC2|LINE|L1,5878,NM_001080425,56271,ENSG00000102409,BEX4
chrX,98510100,98510599,Intergenic,Intergenic,-945814,NR_125391,10824,ENSG00000236256,DIAPH2-AS1
chrX,93859843,93860342,Intergenic,THE1D-int|LTR|ERVL-MaLR,185886,NM_001171110,286499,ENSG00000179083,FAM133A
chrX,25726455,25726954,Intergenic,L1M1|LINE|L1,-411639,NM_173699,286514,ENSG00000176774,MAGEB18
chrX,154449859,154450358,promoter-TSS (NR_106917),promoter-TSS (NR_106917),-212,NR_106917,102465517,ENSG00000276350,MIR6858
chrX,141906976,141907475,"exon (NM_005462, exon 4 of 4)","exon (NM_005462, exon 4 of 4)",3331,NM_005462,9947,ENSG00000155495,MAGEC1
chrX,76617138,76617637,Intergenic,L1PA12|LINE|L1,189677,NM_020932,57692,ENSG00000198934,MAGEE1
chrX,67686196,67686695,"intron (NM_001011645, intron 4 of 8)","intron (NM_001011645, intron 4 of 8)",141822,NM_001348063,367,ENSG00000169083,AR
chrX,19725559,19726058,"intron (NM_001024666, intron 2 of 16)","intron (NM_001024666, intron 2 of 16)",-54809,NM_001353897,30011,ENSG00000147010,SH3KBP1
chrX,6237011,6237510,Intergenic,AluJo|SINE|Alu,-8393,NM_181332,57502,ENSG00000146938,NLGN4X
chrX,107818941,107819440,Intergenic,MSTA-int|LTR|ERVL-MaLR,-6676,NM_052817,11043,ENSG00000080561,MID2
chrX,49290495,49290994,Intergenic,MIR|SINE|MIR,-12902,NM_001098413,102724473,ENSG00000215274,GAGE10
chrX,128287891,128288390,Intergenic,L1MA1|LINE|L1,-235737,NM_138289,139741,ENSG00000123165,ACTRT1
chrX,127662921,127663420,Intergenic,LTR12C|LTR|ERV1,389233,NM_138289,139741,ENSG00000123165,ACTRT1
chrX,148197853,148198352,Intergenic,Intergenic,216765,NM_152578,158521,ENSG00000176988,FMR1NB
chrX,27747372,27747871,"exon (NM_001353448, exon 7 of 7)","exon (NM_001353448, exon 7 of 7)",-60369,NM_182506,139422,ENSG00000177689,MAGEB10
chrX,154048297,154048796,"intron (NM_001369393, intron 1 of 3)",LTR16A|LTR|ERVL,-28557,NR_031757,100313781,ENSG00000284286,MIR718
chrX,70042060,70042559,"exon (NM_001002254, exon 6 of 8)","exon (NM_001002254, exon 6 of 8)",7629,NM_001002254,158835,ENSG00000147160,AWAT2
chrX,18906483,18906982,"intron (NM_000292, intron 24 of 32)","intron (NM_000292, intron 24 of 32)",16436,NR_029379,100132163,,PHKA2-AS1
chrX,131813381,131813880,"intron (NR_026975, intron 2 of 12)","intron (NR_026975, intron 2 of 12)",17013,NR_152876,286467,ENSG00000213468,FIRRE
chrX,141707892,141708391,Intergenic,THE1B-int|LTR|ERVL-MaLR,-9402,NM_032417,64648,ENSG00000196406,SPANXD
chrX,80477012,80477511,Intergenic,Intergenic,56814,NM_152630,169966,ENSG00000174016,TENT5D
chrX,48458880,48459379,"intron (NM_033518, intron 16 of 16)","intron (NM_033518, intron 16 of 16)",11131,NM_033518,92745,ENSG00000017483,SLC38A5
chrX,50927042,50927541,Intergenic,L1M3e|LINE|L1,16556,NM_005448,9210,ENSG00000130385,BMP15
chrX,9500875,9501374,"intron (NM_005647, intron 1 of 17)","intron (NM_005647, intron 1 of 17)",36066,NM_005647,6907,ENSG00000101849,TBL1X
chrX,54474559,54475058,"intron (NM_004463, intron 1 of 17)","intron (NM_004463, intron 1 of 17)",21426,NM_004463,2245,ENSG00000102302,FGD1
chrX,54530444,54530943,"intron (NM_001184819, intron 1 of 15)","intron (NM_001184819, intron 1 of 15)",474,NM_019067,54552,ENSG00000130119,GNL3L
chrX,54920966,54921465,"intron (NM_001271184, intron 1 of 11)","intron (NM_001271184, intron 1 of 11)",391,NM_016157,7216,ENSG00000067445,TRO
chrX,9222741,9223240,Intergenic,Intergenic,-188863,NM_205849,171483,ENSG00000177138,FAM9B
chrX,144335340,144335839,Intergenic,LTR1|LTR|ERV1,451518,NM_001012989,389898,ENSG00000276380,UBE2NL
chrX,87370514,87371013,Intergenic,L1PA15|LINE|L1,-147039,NM_057162,56062,ENSG00000102271,KLHL4
chrX,8301687,8302186,Intergenic,LTR78B|LTR|ERV1,-130669,NM_016378,51480,ENSG00000177504,VCX2
chrX,139044789,139045288,"intron (NM_001139501, intron 2 of 7)",MSTA-int|LTR|ERVL-MaLR,159985,NM_001139501,2258,ENSG00000129682,FGF13
chrX,53236112,53236611,"exon (NM_015075, exon 13 of 14)","exon (NM_015075, exon 13 of 14)",-10939,NM_001146702,8242,ENSG00000126012,KDM5C
chrX,10654464,10654963,"intron (NM_033290, intron 1 of 9)",MER1B|DNA|hAT-Charlie,23026,NM_001098624,4281,ENSG00000101871,MID1
chrX,81577217,81577716,Intergenic,L1P4b|LINE|L1,375364,NM_003022,6451,ENSG00000131171,SH3BGRL
chrX,121480504,121481003,Intergenic,THE1C-int|LTR|ERVL-MaLR,109781,NR_037444,100500869,ENSG00000265456,MIR3672
chrX,96213019,96213518,Intergenic,THE1D-int|LTR|ERVL-MaLR,124634,NR_003539,643486,ENSG00000271209,BRDTP1
chrX,126556547,126557046,Intergenic,L1MD1|LINE|L1,-3982,NM_178470,139170,ENSG00000198889,DCAF12L1
chrX,73618058,73618557,"intron (NM_001300884, intron 3 of 4)",L1PBa1|LINE|L1,55159,NM_001039840,53344,ENSG00000204116,CHIC1
chrX,20374022,20374521,Intergenic,LTR16A|LTR|ERVL,-107362,NM_004586,6197,ENSG00000177189,RPS6KA3
chrX,149007717,149008216,Intergenic,Intergenic,288875,NM_001170628,2334,ENSG00000155966,AFF2
chrX,77421252,77421751,Intergenic,MER102c|DNA|hAT-Charlie,-25888,NM_003868,8823,ENSG00000196468,FGF16
chrX,103602857,103603356,Intergenic,Intergenic,-4800,NM_001006933,85012,ENSG00000196507,TCEAL3
chrX,75222137,75222636,"intron (NM_001363821, intron 3 of 9)",L1M1|LINE|L1,-51673,NR_030774,139596,ENSG00000094841,UPRT
chrX,103726559,103727058,"intron (NM_001024452, intron 1 of 8)","intron (NM_001024452, intron 1 of 8)",1816,NM_001024452,441509,ENSG00000188828,GLRA4
chrX,144879216,144879715,Intergenic,L1PREC2|LINE|L1,-368038,NM_001009614,494118,ENSG00000203923,SPANXN1
chrX,143014333,143014832,Intergenic,L1MA2|LINE|L1,-11346,NM_001009613,441525,ENSG00000189326,SPANXN4
chrX,70635664,70636163,"intron (NM_001003811, intron 18 of 30)",L1M3e|LINE|L1,-179919,NR_109801,100873930,ENSG00000231651,DLG3-AS1
chrX,11200174,11200673,"intron (NM_001287242, intron 2 of 12)","intron (NM_001287242, intron 2 of 12)",65569,NM_013423,395,ENSG00000047648,ARHGAP6
chrX,151050959,151051458,Intergenic,L2b|LINE|L2,67823,NM_001301228,3149,ENSG00000029993,HMGB3
chrX,128047690,128048189,Intergenic,L1PA16|LINE|L1,4464,NM_138289,139741,ENSG00000123165,ACTRT1
chrX,39466029,39466528,Intergenic,Intergenic,-74504,NR_110385,101927449,ENSG00000236747,LINC01282
chrX,115991614,115992113,Intergenic,L1M1|LINE|L1,-22752,NR_132337,642776,ENSG00000235244,DANT2
chrX,150954040,150954539,Intergenic,Intergenic,-26218,NM_001301231,3149,ENSG00000029993,HMGB3
chrX,139413117,139413616,Intergenic,L1MA2|LINE|L1,-33453,NR_028597,6719,,SRD5A1P1
chrX,66200373,66200872,"exon (NM_001367236, exon 12 of 21)","exon (NM_001367236, exon 12 of 21)",32872,NM_001367234,9843,ENSG00000089472,HEPH
chrX,62943610,62944109,Intergenic,THE1B-int|LTR|ERVL-MaLR,407473,NM_001012968,139886,ENSG00000186767,SPIN4
chrX,127153100,127153599,Intergenic,L1PBa|LINE|L1,333620,NM_001122716,100130613,ENSG00000183631,PRR32
chrX,68631048,68631547,Intergenic,Intergenic,-16372,NM_001142503,9754,ENSG00000130052,STARD8
chrX,82347840,82348339,Intergenic,THE1C-int|LTR|ERVL-MaLR,1145987,NM_003022,6451,ENSG00000131171,SH3BGRL
chrX,54448649,54449148,TTS (NM_001346792),TTS (NM_001346792),8494,NM_058163,90121,ENSG00000158526,TSR2
chrX,81537580,81538079,Intergenic,L1P4a|LINE|L1,335727,NM_003022,6451,ENSG00000131171,SH3BGRL
chrX,17687209,17687708,"intron (NM_001291868, intron 1 of 7)","intron (NM_001291868, intron 1 of 7)",-49991,NM_001037535,6322,ENSG00000047634,SCML1
chrX,100408099,100408598,"exon (NM_001184880, exon 1 of 6)","exon (NM_001184880, exon 1 of 6)",1925,NM_020766,57526,ENSG00000165194,PCDH19
chrX,145423173,145423672,Intergenic,L1PBa|LINE|L1,175919,NM_001009614,494118,ENSG00000203923,SPANXN1
chrX,7388209,7388708,Intergenic,Intergenic,135985,NM_001320754,412,ENSG00000101846,STS
chrX,23509347,23509846,Intergenic,MSTA-int|LTR|ERVL-MaLR,-157897,NM_006406,10549,ENSG00000123131,PRDX4
chrX,114630715,114631214,TTS (NR_002993),TTS (NR_002993),167,NR_002993,677816,ENSG00000208839,SNORA35
chrX,78811052,78811551,Intergenic,MER52A|LTR|ERV1,63581,NM_005296,2846,ENSG00000147145,LPAR4
chrX,133985195,133985694,"exon (NM_004484, exon 1 of 8)","exon (NM_004484, exon 1 of 8)",150,NM_001164618,2719,ENSG00000147257,GPC3
chrX,75997579,75998078,Intergenic,L1PA6|LINE|L1,-175101,NM_001300888,51260,ENSG00000102390,PBDC1
chrX,19329047,19329546,Intergenic,LTR16C|LTR|ERVL,-14597,NM_001173454,5160,ENSG00000131828,PDHA1
chrX,9997190,9997689,Intergenic,LTR40A1|LTR|ERVL,-18316,NM_015691,55841,ENSG00000047644,WWC3
chrX,128353516,128354015,Intergenic,MSTD-int|LTR|ERVL-MaLR,-301362,NM_138289,139741,ENSG00000123165,ACTRT1
chrX,27840008,27840507,Intergenic,Intergenic,32267,NM_182506,139422,ENSG00000177689,MAGEB10
chrX,71823591,71824090,Intergenic,Intergenic,-39462,NR_034004,100132741,,LOC100132741
chrX,74804463,74804962,"intron (NM_001008537, intron 1 of 3)",L1M1|LINE|L1,120740,NM_001008537,340533,ENSG00000050030,NEXMIF
chrX,19552638,19553137,"intron (NM_001024666, intron 12 of 16)","intron (NM_001024666, intron 12 of 16)",-37626,NM_001001671,389840,ENSG00000180815,MAP3K15
chrX,53152947,53153446,Intergenic,ERVL-int|LTR|ERVL,42292,NR_106955,102465539,ENSG00000276575,MIR6895
chrX,64733071,64733570,Intergenic,L1PA10|LINE|L1,243130,NM_018684,55906,ENSG00000126970,ZC4H2
chrX,45223447,45223946,Intergenic,L1MDa|LINE|L1,-22820,NM_176819,79742,ENSG00000147113,DIPK2B
chrX,39797076,39797575,Intergenic,MER45C|DNA|hAT-Tip100,-40236,NR_039763,100616251,ENSG00000263972,MIR1587
chrX,77033844,77034343,Intergenic,L1PA4|LINE|L1,-19561,NR_110402,101928469,ENSG00000280870,MIR325HG
chrX,119150704,119151203,promoter-TSS (NM_020721),promoter-TSS (NM_020721),-374,NM_020721,57481,ENSG00000250423,KIAA1210
chrX,10109935,10110434,"intron (NM_015691, intron 9 of 22)","intron (NM_015691, intron 9 of 22)",-46761,NM_001256944,1183,ENSG00000073464,CLCN4
chrX,94335546,94336045,Intergenic,THE1A-int|LTR|ERVL-MaLR,661589,NM_001171110,286499,ENSG00000179083,FAM133A
chrX,65551213,65551712,"non-coding (NR_033742, exon 1 of 1)","non-coding (NR_033742, exon 1 of 1)",959,NR_033742,83957,ENSG00000227942,FRMD8P1
chrX,72314708,72315207,Intergenic,Intergenic,-7800,NM_001144886,4435,ENSG00000125931,CITED1
chrX,73678175,73678674,"intron (NM_001300884, intron 3 of 4)",L1M2|LINE|L1,-113781,NR_003255,9383,ENSG00000270641,TSIX
chrX,34931940,34932439,Intergenic,L1PA13|LINE|L1,-10607,NM_152631,170062,ENSG00000189132,FAM47B
chrX,19160839,19161338,Intergenic,Intergenic,-38451,NM_001184833,10149,ENSG00000173698,ADGRG2
chrX,23766712,23767211,Intergenic,MER52A|LTR|ERV1,-16197,NM_002970,6303,ENSG00000130066,SAT1
chrX,53760107,53760606,Intergenic,Intergenic,-73637,NM_031407,10075,ENSG00000086758,HUWE1
chrX,110903968,110904467,Intergenic,L1PA6|LINE|L1,-40024,NM_001128167,5063,ENSG00000077264,PAK3
chrX,19042053,19042552,"intron (NM_001184833, intron 3 of 27)","intron (NM_001184833, intron 3 of 27)",-58188,NM_000292,5256,ENSG00000044446,PHKA2
chrX,30247183,30247682,"5' UTR (NM_002363, exon 3 of 4)","5' UTR (NM_002363, exon 3 of 4)",286,NM_177404,4112,ENSG00000214107,MAGEB1
chrX,75850500,75850999,Intergenic,L1PREC2|LINE|L1,-65495,NM_138703,139599,ENSG00000186675,MAGEE2
chrX,100948744,100949243,Intergenic,L1MD2|LINE|L1,-20076,NM_212559,402415,ENSG00000182489,XKRX
chrX,79762149,79762648,Intergenic,L1PA15|LINE|L1,-252355,NM_001109879,50945,ENSG00000122145,TBX22
chrX,108734671,108735170,"exon (NM_003604, exon 1 of 1)","exon (NM_003604, exon 1 of 1)",1457,NM_003604,8471,ENSG00000133124,IRS4
chrX,75728946,75729445,Intergenic,MSTA-int|LTR|ERVL-MaLR,13884,NR_030737,286495,,TTC3P1
chrX,117083725,117084224,Intergenic,L1PA10|LINE|L1,-266114,NR_145523,100126447,,LOC100126447
chrX,138801414,138801913,"intron (NM_001139498, intron 2 of 5)",L1PA8|LINE|L1,-62310,NM_033642,2258,ENSG00000129682,FGF13
chrX,67864207,67864706,Intergenic,L1PA7|LINE|L1,319833,NM_001348063,367,ENSG00000169083,AR
chrX,112670944,112671443,"exon (NM_178175, exon 2 of 4)","exon (NM_178175, exon 2 of 4)",8745,NM_178175,340596,ENSG00000182508,LHFPL1
chrX,109024667,109025166,Intergenic,L1PA6|LINE|L1,288376,NR_110652,101928358,ENSG00000237863,LOC101928358
chrX,38931842,38932341,Intergenic,MER45C|DNA|hAT-Tip100,-128208,NR_046706,100874211,,MID1IP1-AS1
chrX,105908765,105909264,"exon (NM_198465, exon 13 of 29)","exon (NM_198465, exon 13 of 29)",86475,NM_198465,203447,ENSG00000123572,NRK
chrX,20905438,20905937,Intergenic,L1PA15|LINE|L1,-468731,NM_014927,22866,ENSG00000149970,CNKSR2
chrX,7108135,7108634,"intron (NM_001178135, intron 1 of 3)","intron (NM_001178135, intron 1 of 3)",-38906,NM_001320750,412,ENSG00000101846,STS
chrX,144939425,144939924,Intergenic,MER52D|LTR|ERV1,-307829,NM_001009614,494118,ENSG00000203923,SPANXN1
chrX,77494124,77494623,Intergenic,L1PA8A|LINE|L1,46984,NM_003868,8823,ENSG00000196468,FGF16
chrX,87309108,87309607,Intergenic,THE1D-int|LTR|ERVL-MaLR,-208445,NM_057162,56062,ENSG00000102271,KLHL4
chrX,84047139,84047638,Intergenic,L1PA15-16|LINE|L1,140547,NM_001330512,27330,ENSG00000072133,RPS6KA6
chrX,127495200,127495699,Intergenic,L1M2|LINE|L1,556954,NM_138289,139741,ENSG00000123165,ACTRT1
chrX,43719955,43720454,"intron (NM_001270458, intron 6 of 15)","intron (NM_001270458, intron 6 of 15)",65297,NM_000240,4128,ENSG00000189221,MAOA
chrX,150165623,150166563,Intergenic,Intergenic,-61911,NR_031748,100313839,ENSG00000252454,MIR2114
chrX,140776309,140776808,Intergenic,Intergenic,8000,NM_004065,1038,ENSG00000184258,CDR1
chrX,122703004,122703503,Intergenic,L1MA5A|LINE|L1,-480990,NM_000828,2892,ENSG00000125675,GRIA3
chrX,81567573,81568072,Intergenic,L1MA4A|LINE|L1,365720,NM_003022,6451,ENSG00000131171,SH3BGRL
chrX,119765506,119766005,Intergenic,MSTB1-int|LTR|ERVL-MaLR,7167,NM_001105576,347454,ENSG00000187808,SOWAHD
chrX,104159692,104160191,Intergenic,LTR16A1|LTR|ERVL,-2932,NM_001012755,401612,ENSG00000269743,SLC25A53
chrX,144668409,144668908,Intergenic,Intergenic,-578845,NM_001009614,494118,ENSG00000203923,SPANXN1
chrX,121738237,121738736,Intergenic,L1M1|LINE|L1,367514,NR_037444,100500869,ENSG00000265456,MIR3672
chrX,148044610,148045109,Intergenic,L1M1|LINE|L1,63522,NM_152578,158521,ENSG00000176988,FMR1NB
chrX,93637859,93638358,Intergenic,MSTA-int|LTR|ERVL-MaLR,35470,NM_004538,4675,ENSG00000186310,NAP1L3
chrX,3550324,3550823,Intergenic,MER66A|LTR|ERV1,-18322,NR_145722,109616969,ENSG00000212214,SNORA48B
chrX,37370439,37370938,"intron (NM_001173490, intron 1 of 3)",MER52A|LTR|ERV1,21324,NM_000950,5638,ENSG00000130962,PRRG1
chrX,103423553,103424052,Intergenic,L1M1|LINE|L1,46764,NM_014380,27018,ENSG00000166681,BEX3
chrX,128975494,128975993,Intergenic,Intergenic,547747,NM_003069,6594,ENSG00000102038,SMARCA1
chrX,74767070,74767569,"intron (NM_001008537, intron 1 of 3)",L1PREC2|LINE|L1,-152695,NM_016120,51132,ENSG00000131263,RLIM
chrX,66893554,66894053,Intergenic,Intergenic,-254505,NM_001199687,60401,ENSG00000131080,EDA2R
chrX,16779604,16780103,Intergenic,L2b|LINE|L2,-6579,NM_001168683,55787,ENSG00000086712,TXLNG
chrX,107006632,107007131,Intergenic,LTR16|LTR|ERVL,-6669,NM_001085354,79710,ENSG00000133131,MORC4
chrX,123307816,123308315,"intron (NM_007325, intron 3 of 15)","intron (NM_007325, intron 3 of 15)",123787,NM_001256743,2892,ENSG00000125675,GRIA3
chrX,83251914,83252413,Intergenic,L1PB3|LINE|L1,-256127,NM_000307,5456,ENSG00000196767,POU3F4
chrX,134077371,134077870,Intergenic,Intergenic,91832,NR_029852,574031,ENSG00000284499,MIR363
chrX,88735592,88736091,Intergenic,L1PA15-16|LINE|L1,-11384,NM_033048,53336,ENSG00000147183,CPXCR1
chrX,137792174,137792673,Intergenic,L1PA7|LINE|L1,226296,NM_001330661,7547,ENSG00000156925,ZIC3
chrX,56822053,56822552,Intergenic,L1M3e|LINE|L1,-84718,NR_002308,442454,,UQCRBP1
chrX,120025567,120026066,Intergenic,LTR12C|LTR|ERV1,-10265,NR_131250,101928941,ENSG00000234493,RHOXF1P1
chrX,137303868,137304367,Intergenic,L2c|LINE|L2,-262010,NM_003413,7547,ENSG00000156925,ZIC3
chrX,129895645,129896144,Intergenic,AluJr|SINE|Alu,-10227,NM_001166221,10813,ENSG00000156697,UTP14A
chrX,74047291,74047790,"intron (NR_028379, intron 5 of 6)",AluSc5|SINE|Alu,103216,NR_024582,554203,ENSG00000225470,JPX
chrX,116606350,116606849,Intergenic,L1PREC2|LINE|L1,-143623,NM_001017978,203413,ENSG00000204019,CT83
chrX,130678977,130679476,"intron (NM_006375, intron 6 of 14)",L2c|LINE|L2,-123410,NR_135655,105373338,,LOC105373338
chrX,150100762,150101261,Intergenic,Intergenic,-126993,NR_031748,100313839,ENSG00000252454,MIR2114
chrX,47725625,47726124,"intron (NR_033924, intron 3 of 3)","intron (NR_033924, intron 3 of 3)",18683,NR_033924,392459,ENSG00000187893,CXXC1P1
chrX,117361496,117361995,Intergenic,THE1B-int|LTR|ERVL-MaLR,-543885,NR_145523,100126447,,LOC100126447
chrX,140547356,140547855,Intergenic,Intergenic,-42545,NM_005634,6658,ENSG00000134595,SOX3
chrX,136609412,136609911,Intergenic,Intergenic,-29882,NR_038462,100128420,ENSG00000233093,LINC00892
chrX,145047734,145048233,Intergenic,L1MA3|LINE|L1,-199520,NM_001009614,494118,ENSG00000203923,SPANXN1
chrX,68768868,68769367,Intergenic,Intergenic,-59880,NM_004429,1947,ENSG00000090776,EFNB1
chrX,41066358,41066857,Intergenic,FAM|SINE|Alu,-18838,NM_001039591,8239,ENSG00000124486,USP9X
chrX,105930909,105931408,"intron (NM_198465, intron 19 of 28)",L1MA5|LINE|L1,107569,NM_000354,6906,ENSG00000123561,SERPINA7
chrX,139355258,139355757,Intergenic,L1MA2|LINE|L1,-91312,NR_028597,6719,,SRD5A1P1
chrX,133477242,133477741,Intergenic,MIRb|SINE|MIR,-62002,NM_001448,2239,ENSG00000076716,GPC4
chrX,26419674,26420173,Intergenic,L1P3|LINE|L1,-138414,NR_001559,139538,ENSG00000259849,VENTXP1
chrX,67127195,67127694,Intergenic,MSTA-int|LTR|ERVL-MaLR,-416577,NM_000044,367,ENSG00000169083,AR
chrX,66143716,66144215,Intergenic,L1M3e|LINE|L1,-18706,NM_138737,9843,ENSG00000089472,HEPH
chrX,65066445,65066944,Intergenic,L1PA8|LINE|L1,-31953,NM_001243804,55906,ENSG00000126970,ZC4H2
chrX,122604000,122604499,Intergenic,L1M1|LINE|L1,-579994,NM_000828,2892,ENSG00000125675,GRIA3
chrX,113252209,113252708,"intron (NR_110399, intron 3 of 3)",L1MA1|LINE|L1,209731,NR_110399,101928437,,LOC101928437
chrX,73398126,73398625,Intergenic,L1P4a|LINE|L1,-48879,NM_005193,1046,ENSG00000131264,CDX4
chrX,45360326,45360825,Intergenic,L1MA2|LINE|L1,-144813,NR_104644,101927528,ENSG00000229563,LINC01204
chrX,57536441,57536940,Intergenic,Intergenic,-55146,NM_007157,158586,ENSG00000198455,ZXDB
chrX,74636888,74637387,Intergenic,L1PB1|LINE|L1,-22513,NM_016120,51132,ENSG00000131263,RLIM
chrX,155526406,155526905,"intron (NM_018196, intron 2 of 7)",MSTA-int|LTR|ERVL-MaLR,60115,NR_109985,101927830,,LOC101927830
chrX,13638083,13638582,Intergenic,Intergenic,-14809,NM_001297563,170082,ENSG00000176896,TCEANC
chrX,37009120,37009619,"exon (NM_001013736, exon 1 of 1)","exon (NM_001013736, exon 1 of 1)",1010,NM_001013736,442444,ENSG00000198173,FAM47C
chrX,140091902,140092401,"exon (NM_001271560, exon 1 of 1)","exon (NM_001271560, exon 1 of 1)",484,NM_001271560,389895,,LOC389895
chrX,146886927,146887426,Intergenic,L1MA1|LINE|L1,-72432,NM_001244892,100133053,ENSG00000235699,CXorf51B
chrX,54133531,54134030,"exon (NM_017848, exon 8 of 16)","exon (NM_017848, exon 8 of 16)",49474,NM_017848,54954,ENSG00000184083,FAM120C
chrX,57366339,57366838,"intron (NR_148564, intron 5 of 11)",L1PA13|LINE|L1,79734,NR_148557,158584,ENSG00000165591,FAAH2
chrX,95205963,95206462,Intergenic,L1M2|LINE|L1,-142986,NR_031667,100313772,ENSG00000221187,MIR548M
chrX,67545998,67546497,"exon (NM_001348061, exon 1 of 4)","exon (NM_001348061, exon 1 of 4)",1624,NM_001348063,367,ENSG00000169083,AR
chrX,37700004,37700503,"intron (NM_021083, intron 2 of 2)","intron (NM_021083, intron 2 of 2)",14462,NM_021083,7504,ENSG00000047597,XK
chrX,146363082,146363581,Intergenic,L1M1|LINE|L1,-335459,NR_030581,100126341,ENSG00000216056,MIR891A
chrX,64945314,64945813,"intron (NM_001178032, intron 1 of 4)",L1P3|LINE|L1,30887,NM_018684,55906,ENSG00000126970,ZC4H2
chrX,68750666,68751165,Intergenic,Intergenic,57276,NM_001142504,9754,ENSG00000130052,STARD8
