HGNC symbol,HGNC name
PIK3C2G,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma
PI4KA,phosphatidylinositol 4-kinase alpha
PI4KB,phosphatidylinositol 4-kinase beta
PI4K2A,phosphatidylinositol 4-kinase type 2 alpha
PI4K2B,phosphatidylinositol 4-kinase type 2 beta
PIK3C2A,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha
PIK3C2B,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta
PIK3C2G,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma
PIK3C3,phosphatidylinositol 3-kinase catalytic subunit type 3
PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha"
PIK3CB,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta"
PIK3CG,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma"
PIK3CD,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta"
PIK3R1,phosphoinositide-3-kinase regulatory subunit 1
PIK3R2,phosphoinositide-3-kinase regulatory subunit 2
PIK3R3,phosphoinositide-3-kinase regulatory subunit 3
PIK3R4,phosphoinositide-3-kinase regulatory subunit 4
PIK3R5,phosphoinositide-3-kinase regulatory subunit 5
PIK3R6,phosphoinositide-3-kinase regulatory subunit 6
PIP5K1A,phosphatidylinositol-4-phosphate 5-kinase type 1 alpha
PIP5K1B,phosphatidylinositol-4-phosphate 5-kinase type 1 beta
PIP5K1C,phosphatidylinositol-4-phosphate 5-kinase type 1 gamma
PIP4K2A,phosphatidylinositol-5-phosphate 4-kinase type 2 alpha
PIP4K2B,phosphatidylinositol-5-phosphate 4-kinase type 2 beta
PIP4K2C,phosphatidylinositol-5-phosphate 4-kinase type 2 gamma
PDE1A,phosphodiesterase 1A
PDE1B,phosphodiesterase 1B
PDE1C,phosphodiesterase 1C
PDE2A,phosphodiesterase 2A
PDE3A,phosphodiesterase 3A
PDE3B,phosphodiesterase 3B
PDE4A,phosphodiesterase 4A
PDE4B,phosphodiesterase 4B
PDE4C,phosphodiesterase 4C
PDE4D,phosphodiesterase 4D
PDE5A,phosphodiesterase 5A
PDE6A,phosphodiesterase 6A
PDE6B,phosphodiesterase 6B
PDE6C,phosphodiesterase 6C
PDE6D,phosphodiesterase 6D
PDE6G,phosphodiesterase 6G
PDE6H,phosphodiesterase 6H
PDE7A,phosphodiesterase 7A
PDE7B,phosphodiesterase 7B
PDE8A,phosphodiesterase 8A
PDE8B,phosphodiesterase 8B
PDE9A,phosphodiesterase 9A
PDE10A,phosphodiesterase 10A
PDE11A,phosphodiesterase 11A
PDE12,phosphodiesterase 12
PLCB1,phospholipase C beta 1
PLCB2,phospholipase C beta 2
PLCB3,phospholipase C beta 3
PLCB4,phospholipase C beta 4
PLCG1,phospholipase C gamma 1
PLCG2,phospholipase C gamma 2
PLCD1,phospholipase C delta 1
PLCD3,phospholipase C delta 3
PLCD4,phospholipase C delta 4
PLCE1,phospholipase C epsilon 1
PLCZ1,phospholipase C zeta 1
PLCH1,phospholipase C eta 1
PLCH2,phospholipase C eta 2
PLA2G1B,phospholipase A2 group IB
PLA2G2A,phospholipase A2 group IIA
PLA2G2D,phospholipase A2 group IID
PLA2G2E,phospholipase A2 group IIE
PLA2G2F,phospholipase A2 group IIF
PLA2G3,phospholipase A2 group III
PLA2G4A,phospholipase A2 group IVA
PLA2G4B,phospholipase A2 group IVB
PLA2G4C,phospholipase A2 group IVC
PLA2G4D,phospholipase A2 group IVD
PLA2G4E,phospholipase A2 group IVE
PLA2G4F,phospholipase A2 group IVF
PLA2G5,phospholipase A2 group V
PLA2G6,phospholipase A2 group VI
PLA2G7,phospholipase A2 group VII
PLA2G10,phospholipase A2 group X
PLA2G12A,phospholipase A2 group XIIA
PAFAH2,platelet activating factor acetylhydrolase 2
PLSCR1,phospholipid scramblase 1
PHKG1,phosphorylase kinase catalytic subunit gamma 1
PHKG2,phosphorylase kinase catalytic subunit gamma 2
PIM1,"Pim-1 proto-oncogene, serine/threonine kinase"
PIM2,"Pim-2 proto-oncogene, serine/threonine kinase"
PIM3,"Pim-3 proto-oncogene, serine/threonine kinase"
CDK11A,cyclin dependent kinase 11A
CDK11B,cyclin dependent kinase 11B
PLK1,polo like kinase 1
PLK2,polo like kinase 2
PLK3,polo like kinase 3
PLK4,polo like kinase 4
PARP1,poly(ADP-ribose) polymerase 1
PARP2,poly(ADP-ribose) polymerase 2
TNKS,tankyrase
TNKS2,tankyrase 2
EGLN2,egl-9 family hypoxia inducible factor 2
EGLN1,egl-9 family hypoxia inducible factor 1
EGLN3,egl-9 family hypoxia inducible factor 3
TBXAS1,thromboxane A synthase 1
PTGIS,prostaglandin I2 synthase
PTGES,prostaglandin E synthase
PTGES2,prostaglandin E synthase 2
PTGES3,prostaglandin E synthase 3
PTGDS,prostaglandin D2 synthase
HPGDS,hematopoietic prostaglandin D synthase
AKR1C3,aldo-keto reductase family 1 member C3
CBR1,carbonyl reductase 1
HPGD,15-hydroxyprostaglandin dehydrogenase
,
PRKAR1A,protein kinase cAMP-dependent type I regulatory subunit alpha
PRKAR1B,protein kinase cAMP-dependent type I regulatory subunit beta
PRKAR2A,protein kinase cAMP-dependent type II regulatory subunit alpha
PRKAR2B,protein kinase cAMP-dependent type II regulatory subunit beta
PRKACA,protein kinase cAMP-activated catalytic subunit alpha
PRKACB,protein kinase cAMP-activated catalytic subunit beta
PRKACG,protein kinase cAMP-activated catalytic subunit gamma
PRKX,protein kinase cAMP-dependent X-linked catalytic subunit
PRKY,protein kinase Y-linked (pseudogene)
PRKD1,protein kinase D1
PRKD2,protein kinase D2
PRKD3,protein kinase D3
PRKG1,protein kinase cGMP-dependent 1
PRKG2,protein kinase cGMP-dependent 2
PKN1,protein kinase N1
PKN2,protein kinase N2
PKN3,protein kinase N3
PPP1CA,protein phosphatase 1 catalytic subunit alpha
PPP2CA,protein phosphatase 2 catalytic subunit alpha
PTPN1,protein tyrosine phosphatase non-receptor type 1
PTPN2,protein tyrosine phosphatase non-receptor type 2
PTPN11,protein tyrosine phosphatase non-receptor type 11
PTPN22,protein tyrosine phosphatase non-receptor type 22
PRP4K,pre-mRNA processing factor kinase PRP4K
PSKH1,protein serine kinase H1
PSKH2,protein serine kinase H2
CDA,cytidine deaminase
BCKDK,branched chain keto acid dehydrogenase kinase
PKM,pyruvate kinase M1/2
PKLR,pyruvate kinase L/R
SIK1,salt inducible kinase 1
SIK2,salt inducible kinase 2
SIK3,SIK family kinase 3
RAB27A,"RAB27A, member RAS oncogene family"
RAB32,"RAB32, member RAS oncogene family"
CHEK2,checkpoint kinase 2
ARAF,"A-Raf proto-oncogene, serine/threonine kinase"
BRAF,"B-Raf proto-oncogene, serine/threonine kinase"
KSR1,kinase suppressor of ras 1
KSR2,kinase suppressor of ras 2
RAF1,"Raf-1 proto-oncogene, serine/threonine kinase"
HRAS,"HRas proto-oncogene, GTPase"
NRAS,"NRAS proto-oncogene, GTPase"
KRAS,"KRAS proto-oncogene, GTPase"
CILK1,ciliogenesis associated kinase 1
MAK,male germ cell associated kinase
MOK,MOK protein kinase
ANKK1,ankyrin repeat and kinase domain containing 1
RIPK1,receptor interacting serine/threonine kinase 1
RIPK2,receptor interacting serine/threonine kinase 2
RIPK3,receptor interacting serine/threonine kinase 3
RIPK4,receptor interacting serine/threonine kinase 4
ROCK1,Rho associated coiled-coil containing protein kinase 1
ROCK2,Rho associated coiled-coil containing protein kinase 2
RIOK1,RIO kinase 1
RIOK2,RIO kinase 2
RIOK3,RIO kinase 3
RPS6KC1,ribosomal protein S6 kinase C1
RPS6KL1,ribosomal protein S6 kinase like 1
RSKR,ribosomal protein S6 kinase related
RPS6KA1,ribosomal protein S6 kinase A1
RPS6KA3,ribosomal protein S6 kinase A3
RPS6KA2,ribosomal protein S6 kinase A2
RPS6KA6,ribosomal protein S6 kinase A6
CTSA,cathepsin A
SCPEP1,serine carboxypeptidase 1
CPVL,carboxypeptidase vitellogenic like
ACR,acrosin
CTSG,cathepsin G
CMA1,chymase 1
CTRC,chymotrypsin C
CTRL,chymotrypsin like
CELA1,chymotrypsin like elastase 1
CELA2A,chymotrypsin like elastase 2A
CTRB1,chymotrypsinogen B1
C1R,complement C1r
C1S,complement C1s
CFB,complement factor B
F2,"coagulation factor II, thrombin"
F7,coagulation factor VII
F9,coagulation factor IX
F10,coagulation factor X
F11,coagulation factor XI
F12,coagulation factor XII
ELANE,"elastase, neutrophil expressed"
GZMA,granzyme A
GZMB,granzyme B
GZMK,granzyme K
HTRA1,HtrA serine peptidase 1
KLKB1,kallikrein B1
KLK1,kallikrein 1
KLK2,kallikrein related peptidase 2
KLK3,kallikrein related peptidase 3
KLK4,kallikrein related peptidase 4
KLK5,kallikrein related peptidase 5
KLK6,kallikrein related peptidase 6
KLK7,kallikrein related peptidase 7
KLK8,kallikrein related peptidase 8
KLK14,kallikrein related peptidase 14
PLG,plasminogen
PLAT,"plasminogen activator, tissue type"
PLAU,"plasminogen activator, urokinase"
PRSS1,serine protease 1
PRSS2,serine protease 2
PRSS3,serine protease 3
PRSS8,serine protease 8
PROC,"protein C, inactivator of coagulation factors Va and VIIIa"
PRTN3,proteinase 3
ST14,ST14 transmembrane serine protease matriptase
TMPRSS2,transmembrane serine protease 2
TMPRSS6,transmembrane serine protease 6
TMPRSS11D,transmembrane serine protease 11D
TMPRSS15,transmembrane serine protease 15
TPSAB1,tryptase alpha/beta 1
TPSG1,tryptase gamma 1
DPP7,dipeptidyl peptidase 7
PRCP,prolylcarboxypeptidase
LIPF,"lipase F, gastric type"
PPME1,protein phosphatase methylesterase 1
MGLL,monoglyceride lipase
FURIN,"furin, paired basic amino acid cleaving enzyme"
MBTPS1,"membrane bound transcription factor peptidase, site 1"
PCSK1,proprotein convertase subtilisin/kexin type 1
PCSK2,proprotein convertase subtilisin/kexin type 2
PCSK4,proprotein convertase subtilisin/kexin type 4
PCSK5,proprotein convertase subtilisin/kexin type 5
PCSK6,proprotein convertase subtilisin/kexin type 6
PCSK7,proprotein convertase subtilisin/kexin type 7
PCSK9,proprotein convertase subtilisin/kexin type 9
TPP2,tripeptidyl peptidase 2
APEH,acylaminoacyl-peptide hydrolase
DPP4,dipeptidyl peptidase 4
DPP8,dipeptidyl peptidase 8
DPP9,dipeptidyl peptidase 9
FAP,fibroblast activation protein alpha
PREP,prolyl endopeptidase
PREPL,prolyl endopeptidase like
SCYL1,SCY1 like pseudokinase 1
SCYL2,SCY1 like pseudokinase 2
GPX4,glutathione peroxidase 4
SPTLC1,serine palmitoyltransferase long chain base subunit 1
SPTLC2,serine palmitoyltransferase long chain base subunit 2
SPTLC3,serine palmitoyltransferase long chain base subunit 3
SPTSSA,serine palmitoyltransferase small subunit A
SPTSSB,serine palmitoyltransferase small subunit B
PKDCC,"protein kinase domain containing, cytoplasmic"
SGK1,serum/glucocorticoid regulated kinase 1
SGK2,serum/glucocorticoid regulated kinase 2
SGK3,serum/glucocorticoid regulated kinase family member 3
SLK,STE20 like kinase
STK10,serine/threonine kinase 10
PXK,PX domain containing serine/threonine kinase like
SMG1,SMG1 nonsense mediated mRNA decay associated PI3K related kinase
SNRK,SNF related kinase
DEGS1,"delta 4-desaturase, sphingolipid 1"
DEGS2,"delta 4-desaturase, sphingolipid 2"
SMPD1,sphingomyelin phosphodiesterase 1
SMPD2,sphingomyelin phosphodiesterase 2
SMPD3,sphingomyelin phosphodiesterase 3
SMPD4,sphingomyelin phosphodiesterase 4
SMPDL3A,sphingomyelin phosphodiesterase acid like 3A
SMPDL3B,sphingomyelin phosphodiesterase acid like 3B
SGMS1,sphingomyelin synthase 1
SGMS2,sphingomyelin synthase 2
SAMD8,sterile alpha motif domain containing 8
SGPL1,sphingosine-1-phosphate lyase 1
SGPP1,sphingosine-1-phosphate phosphatase 1
SGPP2,sphingosine-1-phosphate phosphatase 2
SPHK1,sphingosine kinase 1
SPHK2,sphingosine kinase 2
BLK,"BLK proto-oncogene, Src family tyrosine kinase"
FGR,"FGR proto-oncogene, Src family tyrosine kinase"
FRK,fyn related Src family tyrosine kinase
FYN,"FYN proto-oncogene, Src family tyrosine kinase"
HCK,"HCK proto-oncogene, Src family tyrosine kinase"
LCK,"LCK proto-oncogene, Src family tyrosine kinase"
LYN,"LYN proto-oncogene, Src family tyrosine kinase"
PTK6,protein tyrosine kinase 6
SRC,"SRC proto-oncogene, non-receptor tyrosine kinase"
SRMS,src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites
YES1,"YES proto-oncogene 1, Src family tyrosine kinase"
SRPK1,SRSF protein kinase 1
SRPK2,SRSF protein kinase 2
SRPK3,SRSF protein kinase 3
MAP3K1,mitogen-activated protein kinase kinase kinase 1
MAP3K2,mitogen-activated protein kinase kinase kinase 2
MAP3K3,mitogen-activated protein kinase kinase kinase 3
MAP3K4,mitogen-activated protein kinase kinase kinase 4
MAP3K5,mitogen-activated protein kinase kinase kinase 5
MAP3K6,mitogen-activated protein kinase kinase kinase 6
MAP3K15,mitogen-activated protein kinase kinase kinase 15
MAP3K19,mitogen-activated protein kinase kinase kinase 19
MAP2K1,mitogen-activated protein kinase kinase 1
MAP2K2,mitogen-activated protein kinase kinase 2
MAP2K3,mitogen-activated protein kinase kinase 3
MAP2K4,mitogen-activated protein kinase kinase 4
MAP2K5,mitogen-activated protein kinase kinase 5
MAP2K6,mitogen-activated protein kinase kinase 6
MAP2K7,mitogen-activated protein kinase kinase 7
MAP3K14,mitogen-activated protein kinase kinase kinase 14
MAP3K8,mitogen-activated protein kinase kinase kinase 8
STRADA,STE20 related adaptor alpha
STRADB,STE20 related adaptor beta
KHK,ketohexokinase
PFKFB3,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3"
SYK,spleen associated tyrosine kinase
ZAP70,zeta chain of T cell receptor associated protein kinase 70
PSMB1,proteasome 20S subunit beta 1
PSMB2,proteasome 20S subunit beta 2
PSMB5,proteasome 20S subunit beta 5
PSMB6,proteasome 20S subunit beta 6
PSMB8,proteasome 20S subunit beta 8
PSMB9,proteasome 20S subunit beta 9
TASP1,taspase 1
TAF1,TATA-box binding protein associated factor 1
TAF1L,TATA-box binding protein associated factor 1 like
CDK14,cyclin dependent kinase 14
CDK15,cyclin dependent kinase 15
CDK16,cyclin dependent kinase 16
CDK17,cyclin dependent kinase 17
CDK18,cyclin dependent kinase 18
MAP3K7,mitogen-activated protein kinase kinase kinase 7
TAOK1,TAO kinase 1
TAOK2,TAO kinase 2
TAOK3,TAO kinase 3
TTBK1,tau tubulin kinase 1
TTBK2,tau tubulin kinase 2
TBCK,TBC1 domain containing kinase
BMX,BMX non-receptor tyrosine kinase
BTK,Bruton tyrosine kinase
ITK,IL2 inducible T cell kinase
TEC,tec protein tyrosine kinase
TXK,TXK tyrosine kinase
TESK1,testis associated actin remodelling kinase 1
TESK2,testis associated actin remodelling kinase 2
TSSK1B,testis specific serine kinase 1B
TSSK2,testis specific serine kinase 2
TSSK3,testis specific serine kinase 3
TSSK4,testis specific serine kinase 4
TSSK6,testis specific serine kinase 6
TPO,thyroid peroxidase
DIO1,iodothyronine deiodinase 1
DIO2,iodothyronine deiodinase 2
DIO3,iodothyronine deiodinase 3
IYD,iodotyrosine deiodinase
TRIM24,tripartite motif containing 24
TRIM28,tripartite motif containing 28
TRIM33,tripartite motif containing 33
MLKL,mixed lineage kinase domain like pseudokinase
PBK,PDZ binding kinase
TLK1,tousled like kinase 1
TLK2,tousled like kinase 2
TRIB1,tribbles pseudokinase 1
TRIB2,tribbles pseudokinase 2
TRIB3,tribbles pseudokinase 3
KALRN,kalirin RhoGEF kinase
OBSCN,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF"
SPEG,striated muscle enriched protein kinase
TRIO,trio Rho guanine nucleotide exchange factor
TRRAP,transformation/transcription domain associated protein
TTK,TTK protein kinase
TWF1,twinfilin actin binding protein 1
TWF2,twinfilin actin binding protein 2
PIP4K2A,phosphatidylinositol-5-phosphate 4-kinase type 2 alpha
PIP4K2B,phosphatidylinositol-5-phosphate 4-kinase type 2 beta
PIP4K2C,phosphatidylinositol-5-phosphate 4-kinase type 2 gamma
PIP5K1A,phosphatidylinositol-4-phosphate 5-kinase type 1 alpha
PIP5K1C,phosphatidylinositol-4-phosphate 5-kinase type 1 gamma
UGT1A1,UDP glucuronosyltransferase family 1 member A1
STK36,serine/threonine kinase 36
ULK1,unc-51 like autophagy activating kinase 1
ULK2,unc-51 like autophagy activating kinase 2
ULK3,unc-51 like kinase 3
ULK4,unc-51 like kinase 4
VRK1,VRK serine/threonine kinase 1
VRK2,VRK serine/threonine kinase 2
VRK3,VRK serine/threonine kinase 3
PIK3R4,phosphoinositide-3-kinase regulatory subunit 4
PKMYT1,"protein kinase, membrane associated tyrosine/threonine 1"
WEE1,WEE1 G2 checkpoint kinase
WEE2,WEE2 oocyte meiosis inhibiting kinase
WNK1,WNK lysine deficient protein kinase 1
WNK2,WNK lysine deficient protein kinase 2
WNK3,WNK lysine deficient protein kinase 3
WNK4,WNK lysine deficient protein kinase 4
STK32A,serine/threonine kinase 32A
STK32B,serine/threonine kinase 32B
STK32C,serine/threonine kinase 32C
STK24,serine/threonine kinase 24
STK25,serine/threonine kinase 25
STK26,serine/threonine kinase 26
ABCA1,ATP binding cassette subfamily A member 1
ABCA2,ATP binding cassette subfamily A member 2
ABCA3,ATP binding cassette subfamily A member 3
ABCA4,ATP binding cassette subfamily A member 4
ABCA5,ATP binding cassette subfamily A member 5
ABCA6,ATP binding cassette subfamily A member 6
ABCA7,ATP binding cassette subfamily A member 7
ABCA8,ATP binding cassette subfamily A member 8
ABCA9,ATP binding cassette subfamily A member 9
ABCA10,ATP binding cassette subfamily A member 10
ABCA12,ATP binding cassette subfamily A member 12
ABCA13,ATP binding cassette subfamily A member 13
ABCB1,ATP binding cassette subfamily B member 1
TAP1,"transporter 1, ATP binding cassette subfamily B member"
TAP2,"transporter 2, ATP binding cassette subfamily B member"
ABCB4,ATP binding cassette subfamily B member 4
ABCB5,ATP binding cassette subfamily B member 5
ABCB6,ATP binding cassette subfamily B member 6 (LAN blood group)
ABCB7,ATP binding cassette subfamily B member 7
ABCB8,ATP binding cassette subfamily B member 8
ABCB9,ATP binding cassette subfamily B member 9
ABCB10,ATP binding cassette subfamily B member 10
ABCB11,ATP binding cassette subfamily B member 11
ABCC1,ATP binding cassette subfamily C member 1 (ABCC1 blood group)
ABCC2,ATP binding cassette subfamily C member 2
ABCC3,ATP binding cassette subfamily C member 3
ABCC4,ATP binding cassette subfamily C member 4 (PEL blood group)
ABCC5,ATP binding cassette subfamily C member 5
ABCC6,ATP binding cassette subfamily C member 6
ABCC8,ATP binding cassette subfamily C member 8
ABCC9,ATP binding cassette subfamily C member 9
ABCC10,ATP binding cassette subfamily C member 10
ABCC11,ATP binding cassette subfamily C member 11
ABCC12,ATP binding cassette subfamily C member 12
ABCD1,ATP binding cassette subfamily D member 1
ABCD2,ATP binding cassette subfamily D member 2
ABCD3,ATP binding cassette subfamily D member 3
ABCG1,ATP binding cassette subfamily G member 1
ABCG2,ATP binding cassette subfamily G member 2 (JR blood group)
ABCG4,ATP binding cassette subfamily G member 4
ABCG5,ATP binding cassette subfamily G member 5
ABCG8,ATP binding cassette subfamily G member 8
SLC1A4,solute carrier family 1 member 4
SLC1A5,solute carrier family 1 member 5
SLC26A7,solute carrier family 26 member 7
SLC26A9,solute carrier family 26 member 9
SLC4A1,solute carrier family 4 member 1 (Diego blood group)
SLC4A2,solute carrier family 4 member 2
SLC4A3,solute carrier family 4 member 3
SLC4A9,solute carrier family 4 member 9
SV2A,synaptic vesicle glycoprotein 2A
SLC26A3,solute carrier family 26 member 3
SLC26A4,solute carrier family 26 member 4
SLC26A6,solute carrier family 26 member 6
SLC5A7,solute carrier family 5 member 7
SLC2A5,solute carrier family 2 member 5
SLC2A7,solute carrier family 2 member 7
SLC2A9,solute carrier family 2 member 9
SLC2A11,solute carrier family 2 member 11
SLC2A6,solute carrier family 2 member 6
SLC2A8,solute carrier family 2 member 8
SLC2A10,solute carrier family 2 member 10
SLC2A12,solute carrier family 2 member 12
SLC2A1,solute carrier family 2 member 1
SLC2A2,solute carrier family 2 member 2
SLC2A3,solute carrier family 2 member 3
SLC2A4,solute carrier family 2 member 4
SLC2A14,solute carrier family 2 member 14
ATP5F1A,ATP synthase F1 subunit alpha
ATP5F1B,ATP synthase F1 subunit beta
ATP5F1C,ATP synthase F1 subunit gamma
ATP5F1D,ATP synthase F1 subunit delta
ATP5F1E,ATP synthase F1 subunit epsilon
MT-ATP6,mitochondrially encoded ATP synthase membrane subunit 6
ATP5PB,ATP synthase peripheral stalk-membrane subunit b
ATP5MC1|ATP5MC2|ATP5MC3,ATP synthase membrane subunit c locus 1|ATP synthase membrane subunit c locus 2|ATP synthase membrane subunit c locus 3
ATP5PD,ATP synthase peripheral stalk subunit d
ATP5ME,ATP synthase membrane subunit e
ATP5MF,ATP synthase membrane subunit f
ATP5PF,ATP synthase peripheral stalk subunit F6
ATP5MGL,ATP synthase membrane subunit g like
MT-ATP8,mitochondrially encoded ATP synthase membrane subunit 8
SLC6A1,solute carrier family 6 member 1
SLC6A13,solute carrier family 6 member 13
SLC6A11,solute carrier family 6 member 11
SLC6A12,solute carrier family 6 member 12
SLC6A6,solute carrier family 6 member 6
SLC6A8,solute carrier family 6 member 8
SLC1A3,solute carrier family 1 member 3
SLC1A2,solute carrier family 1 member 2
SLC1A1,solute carrier family 1 member 1
SLC1A6,solute carrier family 1 member 6
SLC1A7,solute carrier family 1 member 7
SLC6A9,solute carrier family 6 member 9
SLC6A5,solute carrier family 6 member 5
SLC6A14,solute carrier family 6 member 14
SLC6A7,solute carrier family 6 member 7
SLC5A1,solute carrier family 5 member 1
SLC5A2,solute carrier family 5 member 2
SLC5A4,solute carrier family 5 member 4
SLC5A9,solute carrier family 5 member 9
SLC5A10,solute carrier family 5 member 10
ATP4A,ATPase H+/K+ transporting subunit alpha
ATP12A,ATPase H+/K+ transporting non-gastric alpha2 subunit
ATP4B,ATPase H+/K+ transporting subunit beta
MTCH1,mitochondrial carrier 1
MTCH2,mitochondrial carrier 2
SLC25A51,solute carrier family 25 member 51
SLC25A52,solute carrier family 25 member 52
SLC25A53,solute carrier family 25 member 53
SLC25A28,solute carrier family 25 member 28
SLC25A37,solute carrier family 25 member 37
SLC25A46,solute carrier family 25 member 46
SLC25A47,solute carrier family 25 member 47
SLC25A48,solute carrier family 25 member 48
SLC25A12,solute carrier family 25 member 12
SLC25A13,solute carrier family 25 member 13
SLC25A18,solute carrier family 25 member 18
SLC25A22,solute carrier family 25 member 22
SLC25A2,solute carrier family 25 member 2
SLC25A15,solute carrier family 25 member 15
SLC25A20,solute carrier family 25 member 20
SLC25A29,solute carrier family 25 member 29
SLC25A38,solute carrier family 25 member 38
SLC25A39,solute carrier family 25 member 39
SLC25A40,solute carrier family 25 member 40
SLC25A44,solute carrier family 25 member 44
SLC25A45,solute carrier family 25 member 45
SLC25A1,solute carrier family 25 member 1
SLC25A10,solute carrier family 25 member 10
SLC25A11,solute carrier family 25 member 11
SLC25A21,solute carrier family 25 member 21
SLC25A34,solute carrier family 25 member 34
SLC25A35,solute carrier family 25 member 35
SLC25A4,solute carrier family 25 member 4
SLC25A5,solute carrier family 25 member 5
SLC25A6,solute carrier family 25 member 6
SLC25A31,solute carrier family 25 member 31
SLC25A16,solute carrier family 25 member 16
SLC25A17,solute carrier family 25 member 17
SLC25A19,solute carrier family 25 member 19
SLC25A26,solute carrier family 25 member 26
SLC25A42,solute carrier family 25 member 42
SLC25A24,solute carrier family 25 member 24
SLC25A23,solute carrier family 25 member 23
SLC25A25,solute carrier family 25 member 25
SLC25A32,solute carrier family 25 member 32
SLC25A33,solute carrier family 25 member 33
SLC25A36,solute carrier family 25 member 36
SLC25A41,solute carrier family 25 member 41
SLC25A43,solute carrier family 25 member 43
SLC25A3,solute carrier family 25 member 3
UCP1,uncoupling protein 1
UCP2,uncoupling protein 2
UCP3,uncoupling protein 3
SLC25A27,solute carrier family 25 member 27
SLC25A14,solute carrier family 25 member 14
SLC25A30,solute carrier family 25 member 30
SLC6A2,solute carrier family 6 member 2
SLC6A3,solute carrier family 6 member 3
SLC6A4,solute carrier family 6 member 4
ATP1A1,ATPase Na+/K+ transporting subunit alpha 1
ATP1A2,ATPase Na+/K+ transporting subunit alpha 2
ATP1A3,ATPase Na+/K+ transporting subunit alpha 3
ATP1A4,ATPase Na+/K+ transporting subunit alpha 4
ATP1B1,ATPase Na+/K+ transporting subunit beta 1
ATP1B2,ATPase Na+/K+ transporting subunit beta 2
ATP1B3,ATPase Na+/K+ transporting subunit beta 3
FXYD1,FXYD domain containing ion transport regulator 1
FXYD2,FXYD domain containing ion transport regulator 2
FXYD3,FXYD domain containing ion transport regulator 3
SLC6A19,solute carrier family 6 member 19
SLC6A15,solute carrier family 6 member 15
SLC6A18,solute carrier family 6 member 18
SLC6A16,solute carrier family 6 member 16
SLC6A17,solute carrier family 6 member 17
SLC6A20,solute carrier family 6 member 20
SLC22A6,solute carrier family 22 member 6
SLC22A7,solute carrier family 22 member 7
SLC22A8,solute carrier family 22 member 8
SLC22A11,solute carrier family 22 member 11
SLC22A9,solute carrier family 22 member 9
SLC22A1,solute carrier family 22 member 1
SLC22A2,solute carrier family 22 member 2
SLC22A3,solute carrier family 22 member 3
SLC22A4,solute carrier family 22 member 4
SLC22A5,solute carrier family 22 member 5
SLC22A16,solute carrier family 22 member 16
SLC22A13,solute carrier family 22 member 13
SLC22A14,solute carrier family 22 member 14
SLC22A15,solute carrier family 22 member 15
SLC22A17,solute carrier family 22 member 17
SLC22A10,solute carrier family 22 member 10
SLC22A18,solute carrier family 22 member 18
SLC22A20P,"solute carrier family 22 member 20, pseudogene"
SLC22A23,solute carrier family 22 member 23
SLC22A24,solute carrier family 22 member 24
SLC22A25,solute carrier family 22 member 25
SLC22A31,solute carrier family 22 member 31
SLC38A6,solute carrier family 38 member 6
SLC38A7,solute carrier family 38 member 7
SLC38A8,solute carrier family 38 member 8
SLC38A9,solute carrier family 38 member 9
SLC38A10,solute carrier family 38 member 10
SLC38A11,solute carrier family 38 member 11
SLC26A5,solute carrier family 26 member 5
SLC26A8,solute carrier family 26 member 8
SLC26A10P,"solute carrier family 26 member 10, pseudogene"
SLC26A11,solute carrier family 26 member 11
ATP7A,ATPase copper transporting alpha
ATP7B,ATPase copper transporting beta
ATP2A1,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1
ATP2A2,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2
ATP2A3,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3
ATP2B1,ATPase plasma membrane Ca2+ transporting 1
ATP2B2,ATPase plasma membrane Ca2+ transporting 2
ATP2B3,ATPase plasma membrane Ca2+ transporting 3
ATP2B4,ATPase plasma membrane Ca2+ transporting 4
ATP2C1,ATPase secretory pathway Ca2+ transporting 1
ATP2C2,ATPase secretory pathway Ca2+ transporting 2
ATP8A1,ATPase phospholipid transporting 8A1
ATP8A2,ATPase phospholipid transporting 8A2
ATP8B1,ATPase phospholipid transporting 8B1
ATP8B2,ATPase phospholipid transporting 8B2
ATP8B3,ATPase phospholipid transporting 8B3
ATP8B4,ATPase phospholipid transporting 8B4 (putative)
ATP9A,ATPase phospholipid transporting 9A (putative)
ATP9B,ATPase phospholipid transporting 9B (putative)
ATP10A,ATPase phospholipid transporting 10A (putative)
ATP10B,ATPase phospholipid transporting 10B (putative)
ATP10D,ATPase phospholipid transporting 10D (putative)
ATP11A,ATPase phospholipid transporting 11A
